date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2012-07-15,Wheat flour - Retail,KG,cereals and tubers,93.27,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-08-15,Wheat flour - Retail,KG,cereals and tubers,93.33,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-09-15,Wheat flour - Retail,KG,cereals and tubers,93.26,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-10-15,Wheat flour - Retail,KG,cereals and tubers,93.36,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-11-15,Wheat flour - Retail,KG,cereals and tubers,98.78,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-12-15,Wheat flour - Retail,KG,cereals and tubers,98.68,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-01-15,Wheat flour - Retail,KG,cereals and tubers,98.74,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-02-15,Wheat flour - Retail,KG,cereals and tubers,99.1,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-03-15,Wheat flour - Retail,KG,cereals and tubers,98.2,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-04-15,Wheat flour - Retail,KG,cereals and tubers,99.66,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-05-15,Wheat flour - Retail,KG,cereals and tubers,98.66,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-06-15,Wheat flour - Retail,KG,cereals and tubers,98.2,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-07-15,Wheat flour - Retail,KG,cereals and tubers,97.52,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-08-15,Wheat flour - Retail,KG,cereals and tubers,98.1,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2013-09-15,Wheat flour - Retail,KG,cereals and tubers,98.2,LKR,Sri Lanka,,0,National Average,1565,58,15,5,1,1565_58_15_5,
2012-07-15,Sugar - Retail,KG,miscellaneous food,102.86,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-08-15,Sugar - Retail,KG,miscellaneous food,106.29,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-09-15,Sugar - Retail,KG,miscellaneous food,106.49,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-10-15,Sugar - Retail,KG,miscellaneous food,108.92,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-11-15,Sugar - Retail,KG,miscellaneous food,107.2,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-12-15,Sugar - Retail,KG,miscellaneous food,104.98,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-01-15,Sugar - Retail,KG,miscellaneous food,102.5,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-02-15,Sugar - Retail,KG,miscellaneous food,104.9,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-03-15,Sugar - Retail,KG,miscellaneous food,105.1,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-04-15,Sugar - Retail,KG,miscellaneous food,99.59,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-05-15,Sugar - Retail,KG,miscellaneous food,98.65,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-06-15,Sugar - Retail,KG,miscellaneous food,99.6,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-07-15,Sugar - Retail,KG,miscellaneous food,99.6,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-08-15,Sugar - Retail,KG,miscellaneous food,102.5,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2013-09-15,Sugar - Retail,KG,miscellaneous food,103.2,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-01-15,Sugar - Retail,KG,miscellaneous food,82.35,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-02-15,Sugar - Retail,KG,miscellaneous food,81.85,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-03-15,Sugar - Retail,KG,miscellaneous food,81.03,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-04-15,Sugar - Retail,KG,miscellaneous food,82.33,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-05-15,Sugar - Retail,KG,miscellaneous food,80.9,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-06-15,Sugar - Retail,KG,miscellaneous food,80.0,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-07-15,Sugar - Retail,KG,miscellaneous food,79.6,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-08-15,Sugar - Retail,KG,miscellaneous food,80.35,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-09-15,Sugar - Retail,KG,miscellaneous food,84.0,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-10-15,Sugar - Retail,KG,miscellaneous food,91.35,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-11-15,Sugar - Retail,KG,miscellaneous food,91.2,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2015-12-15,Sugar - Retail,KG,miscellaneous food,90.4,LKR,Sri Lanka,,0,National Average,1565,97,15,5,7,1565_97_15_5,
2012-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,61.85,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2012-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.45,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2012-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.21,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2012-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.5,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2012-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.6,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2012-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,69.0,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.9,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.1,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.0,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.9,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.93,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.95,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,61.3,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.2,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2013-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.5,LKR,Sri Lanka,,0,National Average,1565,157,15,5,1,1565_157_15_5,
2009-01-15,Rice (long grain) - Retail,KG,cereals and tubers,60.73,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-02-15,Rice (long grain) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.12,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-04-15,Rice (long grain) - Retail,KG,cereals and tubers,60.23,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-05-15,Rice (long grain) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-06-15,Rice (long grain) - Retail,KG,cereals and tubers,60.04,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-07-15,Rice (long grain) - Retail,KG,cereals and tubers,60.24,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-08-15,Rice (long grain) - Retail,KG,cereals and tubers,60.1,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-09-15,Rice (long grain) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-10-15,Rice (long grain) - Retail,KG,cereals and tubers,60.61,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-11-15,Rice (long grain) - Retail,KG,cereals and tubers,61.44,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2009-12-15,Rice (long grain) - Retail,KG,cereals and tubers,62.65,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-01-15,Rice (long grain) - Retail,KG,cereals and tubers,60.73,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-02-15,Rice (long grain) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.12,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-04-15,Rice (long grain) - Retail,KG,cereals and tubers,60.23,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-05-15,Rice (long grain) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-06-15,Rice (long grain) - Retail,KG,cereals and tubers,60.04,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-07-15,Rice (long grain) - Retail,KG,cereals and tubers,60.24,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-08-15,Rice (long grain) - Retail,KG,cereals and tubers,60.1,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-09-15,Rice (long grain) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-10-15,Rice (long grain) - Retail,KG,cereals and tubers,60.61,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-11-15,Rice (long grain) - Retail,KG,cereals and tubers,61.44,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2010-12-15,Rice (long grain) - Retail,KG,cereals and tubers,62.65,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-01-15,Rice (long grain) - Retail,KG,cereals and tubers,60.73,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-02-15,Rice (long grain) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.12,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-04-15,Rice (long grain) - Retail,KG,cereals and tubers,60.23,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-05-15,Rice (long grain) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-06-15,Rice (long grain) - Retail,KG,cereals and tubers,60.04,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-07-15,Rice (long grain) - Retail,KG,cereals and tubers,60.24,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-08-15,Rice (long grain) - Retail,KG,cereals and tubers,60.1,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-09-15,Rice (long grain) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-10-15,Rice (long grain) - Retail,KG,cereals and tubers,60.61,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-11-15,Rice (long grain) - Retail,KG,cereals and tubers,61.44,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2011-12-15,Rice (long grain) - Retail,KG,cereals and tubers,62.65,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-01-15,Rice (long grain) - Retail,KG,cereals and tubers,60.73,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-02-15,Rice (long grain) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.12,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-04-15,Rice (long grain) - Retail,KG,cereals and tubers,60.23,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-05-15,Rice (long grain) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-06-15,Rice (long grain) - Retail,KG,cereals and tubers,60.04,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-07-15,Rice (long grain) - Retail,KG,cereals and tubers,60.24,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-08-15,Rice (long grain) - Retail,KG,cereals and tubers,60.1,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-09-15,Rice (long grain) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-10-15,Rice (long grain) - Retail,KG,cereals and tubers,60.61,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-11-15,Rice (long grain) - Retail,KG,cereals and tubers,61.44,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2012-12-15,Rice (long grain) - Retail,KG,cereals and tubers,62.65,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-01-15,Rice (long grain) - Retail,KG,cereals and tubers,60.73,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-02-15,Rice (long grain) - Retail,KG,cereals and tubers,60.0,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-03-15,Rice (long grain) - Retail,KG,cereals and tubers,60.12,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-04-15,Rice (long grain) - Retail,KG,cereals and tubers,60.23,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-05-15,Rice (long grain) - Retail,KG,cereals and tubers,60.5,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-06-15,Rice (long grain) - Retail,KG,cereals and tubers,60.04,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-07-15,Rice (long grain) - Retail,KG,cereals and tubers,60.24,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-08-15,Rice (long grain) - Retail,KG,cereals and tubers,60.1,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-09-15,Rice (long grain) - Retail,KG,cereals and tubers,59.97,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-10-15,Rice (long grain) - Retail,KG,cereals and tubers,59.07,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-11-15,Rice (long grain) - Retail,KG,cereals and tubers,60.19,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-12-15,Rice (long grain) - Retail,KG,cereals and tubers,62.83,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-01-15,Rice (long grain) - Retail,KG,cereals and tubers,71.22,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-02-15,Rice (long grain) - Retail,KG,cereals and tubers,72.18,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-03-15,Rice (long grain) - Retail,KG,cereals and tubers,72.77,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-04-15,Rice (long grain) - Retail,KG,cereals and tubers,76.26,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-05-15,Rice (long grain) - Retail,KG,cereals and tubers,77.15,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-06-15,Rice (long grain) - Retail,KG,cereals and tubers,80.15,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-07-15,Rice (long grain) - Retail,KG,cereals and tubers,74.88,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-08-15,Rice (long grain) - Retail,KG,cereals and tubers,77.39,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2014-09-15,Rice (long grain) - Retail,KG,cereals and tubers,82.15,LKR,Sri Lanka,,0,National Average,1565,162,15,5,1,1565_162_15_5,
2013-07-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-08-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-09-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-10-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-11-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-12-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-01-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-02-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-03-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-04-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-05-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-06-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-07-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-08-15,Fuel (diesel) - Retail,L,non-food,121.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2014-09-15,Fuel (diesel) - Retail,L,non-food,118.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-01-15,Fuel (diesel) - Retail,L,non-food,111.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-02-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-03-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-04-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-05-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-06-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-07-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-08-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-09-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-10-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-11-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2015-12-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-02-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-03-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-04-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-05-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-06-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-07-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2016-08-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,0,National Average,1565,284,15,15,8,1565_284_15_15,
2013-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2013-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2013-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2013-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,106.5,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2013-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,106.42,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2013-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,162.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2014-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,157.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,117.0,LKR,Sri Lanka,,0,National Average,1565,285,15,15,8,1565_285_15_15,
